file_path,category
augmented_audio_dataset\wow\shift_backward_1448.wav,wow
augmented_audio_dataset\Four\shift_forward_386.wav,Four
augmented_audio_dataset\On\pitch_down_856.wav,On
augmented_audio_dataset\visual\speed_down_1424.wav,visual
augmented_audio_dataset\Sheila\reversed_1078.wav,Sheila
augmented_audio_dataset\Five\shift_forward_211.wav,Five
augmented_audio_dataset\Left\speed_up_632.wav,Left
processed_recorded_audio\Follow\Follow_05.wav,Follow
augmented_audio_dataset\Nine\original_710.wav,Nine
augmented_audio_dataset\House\noise_539.wav,House
augmented_audio_dataset\visual\volume_up_1412.wav,visual
augmented_audio_dataset\up\volume_up_1358.wav,up
augmented_audio_dataset\On\speed_down_849.wav,On
augmented_audio_dataset\Go\original_402.wav,Go
augmented_audio_dataset\visual\shift_backward_1425.wav,visual
augmented_audio_dataset\Happy\shift_backward_446.wav,Happy
processed_recorded_audio\tree\tree_25.wav,tree
augmented_audio_dataset\One\volume_down_919.wav,One
augmented_audio_dataset\House\noise_527.wav,House
augmented_audio_dataset\Backward\original_10.wav,Backward
augmented_audio_dataset\Down\pitch_up_170.wav,Down
augmented_audio_dataset\Sheila\pitch_up_1040.wav,Sheila
augmented_audio_dataset\Off\reversed_806.wav,Off
augmented_audio_dataset\Six\pitch_down_1082.wav,Six
augmented_audio_dataset\visual\shift_backward_1445.wav,visual
augmented_audio_dataset\Bed\original_56.wav,Bed
augmented_audio_dataset\Down\reversed_139.wav,Down
augmented_audio_dataset\Learn\volume_down_558.wav,Learn
augmented_audio_dataset\Four\reversed_387.wav,Four
processed_recorded_audio\Follow\Follow_14.wav,Follow
augmented_audio_dataset\Follow\speed_down_259.wav,Follow
augmented_audio_dataset\up\volume_up_1368.wav,up
augmented_audio_dataset\One\shift_backward_876.wav,One
augmented_audio_dataset\Off\noise_816.wav,Off
augmented_audio_dataset\Backward\pitch_down_0.wav,Backward
processed_recorded_audio\three\three_10.wav,three
augmented_audio_dataset\On\speed_up_824.wav,On
augmented_audio_dataset\Off\volume_up_809.wav,Off
augmented_audio_dataset\Off\speed_down_792.wav,Off
augmented_audio_dataset\Happy\speed_up_476.wav,Happy
augmented_audio_dataset\Marvin\reversed_658.wav,Marvin
augmented_audio_dataset\yes\volume_up_1501.wav,yes
augmented_audio_dataset\Bird\original_77.wav,Bird
augmented_audio_dataset\Eight\shift_backward_204.wav,Eight
augmented_audio_dataset\Bed\speed_down_58.wav,Bed
augmented_audio_dataset\Seven\pitch_down_1030.wav,Seven
augmented_audio_dataset\tree\shift_forward_1243.wav,tree
augmented_audio_dataset\Five\speed_up_241.wav,Five
augmented_audio_dataset\up\noise_1338.wav,up
augmented_audio_dataset\Marvin\shift_forward_678.wav,Marvin
augmented_audio_dataset\up\volume_up_1350.wav,up
processed_recorded_audio\Marvin\Marvin_43.wav,Marvin
augmented_audio_dataset\Bed\pitch_down_41.wav,Bed
augmented_audio_dataset\Off\speed_down_784.wav,Off
augmented_audio_dataset\Follow\pitch_up_251.wav,Follow
augmented_audio_dataset\One\pitch_up_904.wav,One
augmented_audio_dataset\On\volume_down_865.wav,On
augmented_audio_dataset\Marvin\original_662.wav,Marvin
augmented_audio_dataset\Stop\reversed_1139.wav,Stop
augmented_audio_dataset\Happy\speed_down_444.wav,Happy
augmented_audio_dataset\three\speed_up_1199.wav,three
augmented_audio_dataset\Sheila\shift_forward_1070.wav,Sheila
augmented_audio_dataset\Nine\pitch_up_687.wav,Nine
augmented_audio_dataset\Marvin\noise_643.wav,Marvin
augmented_audio_dataset\Follow\pitch_down_276.wav,Follow
augmented_audio_dataset\Learn\shift_forward_563.wav,Learn
augmented_audio_dataset\tree\original_1268.wav,tree
augmented_audio_dataset\Six\volume_down_1105.wav,Six
augmented_audio_dataset\One\shift_forward_888.wav,One
augmented_audio_dataset\Off\noise_791.wav,Off
augmented_audio_dataset\Stop\pitch_down_1141.wav,Stop
augmented_audio_dataset\Left\noise_597.wav,Left
augmented_audio_dataset\three\reversed_1226.wav,three
processed_recorded_audio\Five\Five_25.wav,Five
augmented_audio_dataset\Four\noise_386.wav,Four
augmented_audio_dataset\Stop\speed_up_1162.wav,Stop
augmented_audio_dataset\Seven\speed_up_989.wav,Seven
augmented_audio_dataset\On\noise_852.wav,On
augmented_audio_dataset\Bed\original_53.wav,Bed
augmented_audio_dataset\Six\speed_down_1085.wav,Six
augmented_audio_dataset\Eight\pitch_up_176.wav,Eight
augmented_audio_dataset\Go\speed_up_416.wav,Go
augmented_audio_dataset\Four\speed_down_376.wav,Four
augmented_audio_dataset\Stop\pitch_down_1142.wav,Stop
augmented_audio_dataset\Nine\speed_down_713.wav,Nine
processed_recorded_audio\tree\tree_14.wav,tree
augmented_audio_dataset\Down\shift_backward_165.wav,Down
augmented_audio_dataset\tree\reversed_1278.wav,tree
augmented_audio_dataset\three\speed_down_1210.wav,three
augmented_audio_dataset\tree\volume_down_1277.wav,tree
processed_recorded_audio\Right\Right_01.wav,Right
augmented_audio_dataset\Right\volume_down_980.wav,Right
augmented_audio_dataset\Forward\speed_down_327.wav,Forward
augmented_audio_dataset\visual\volume_up_1411.wav,visual
augmented_audio_dataset\Eight\volume_up_207.wav,Eight
augmented_audio_dataset\Eight\noise_181.wav,Eight
augmented_audio_dataset\No\volume_up_760.wav,No
augmented_audio_dataset\Dog\pitch_down_122.wav,Dog
augmented_audio_dataset\On\original_843.wav,On
augmented_audio_dataset\Bird\pitch_down_89.wav,Bird
augmented_audio_dataset\Four\original_361.wav,Four
augmented_audio_dataset\Stop\reversed_1162.wav,Stop
augmented_audio_dataset\up\pitch_down_1359.wav,up
augmented_audio_dataset\Stop\original_1148.wav,Stop
augmented_audio_dataset\Eight\speed_down_207.wav,Eight
augmented_audio_dataset\tree\shift_forward_1263.wav,tree
augmented_audio_dataset\Dog\shift_forward_130.wav,Dog
processed_recorded_audio\Six\Six_24.wav,Six
augmented_audio_dataset\Sheila\volume_up_1060.wav,Sheila
augmented_audio_dataset\Happy\volume_down_461.wav,Happy
augmented_audio_dataset\Eight\noise_186.wav,Eight
processed_recorded_audio\three\three_09.wav,three
augmented_audio_dataset\Down\shift_forward_147.wav,Down
augmented_audio_dataset\Off\noise_809.wav,Off
processed_recorded_audio\yes\yes_27.wav,yes
augmented_audio_dataset\Down\volume_down_137.wav,Down
augmented_audio_dataset\Right\reversed_944.wav,Right
augmented_audio_dataset\House\shift_forward_520.wav,House
augmented_audio_dataset\Sheila\shift_forward_1079.wav,Sheila
augmented_audio_dataset\Stop\reversed_1133.wav,Stop
augmented_audio_dataset\three\shift_backward_1203.wav,three
augmented_audio_dataset\Eight\pitch_up_204.wav,Eight
augmented_audio_dataset\Down\pitch_up_159.wav,Down
augmented_audio_dataset\Four\speed_up_353.wav,Four
augmented_audio_dataset\On\reversed_843.wav,On
augmented_audio_dataset\two\volume_down_1308.wav,two
augmented_audio_dataset\tree\original_1232.wav,tree
augmented_audio_dataset\Right\shift_backward_961.wav,Right
augmented_audio_dataset\Down\shift_backward_146.wav,Down
augmented_audio_dataset\Dog\shift_backward_132.wav,Dog
augmented_audio_dataset\Go\shift_forward_423.wav,Go
augmented_audio_dataset\Down\noise_169.wav,Down
augmented_audio_dataset\up\pitch_up_1349.wav,up
augmented_audio_dataset\wow\original_1457.wav,wow
augmented_audio_dataset\Happy\pitch_up_439.wav,Happy
augmented_audio_dataset\Right\shift_backward_960.wav,Right
augmented_audio_dataset\Go\pitch_down_408.wav,Go
augmented_audio_dataset\Five\reversed_227.wav,Five
augmented_audio_dataset\three\pitch_down_1201.wav,three
augmented_audio_dataset\Four\speed_up_351.wav,Four
augmented_audio_dataset\On\shift_forward_826.wav,On
augmented_audio_dataset\Marvin\volume_up_674.wav,Marvin
augmented_audio_dataset\Bird\reversed_82.wav,Bird
augmented_audio_dataset\yes\reversed_1499.wav,yes
augmented_audio_dataset\Forward\shift_forward_308.wav,Forward
augmented_audio_dataset\One\pitch_up_887.wav,One
augmented_audio_dataset\yes\shift_forward_1470.wav,yes
augmented_audio_dataset\One\shift_forward_899.wav,One
augmented_audio_dataset\Backward\shift_forward_16.wav,Backward
augmented_audio_dataset\Five\shift_forward_209.wav,Five
augmented_audio_dataset\tree\shift_forward_1258.wav,tree
augmented_audio_dataset\Off\reversed_793.wav,Off
augmented_audio_dataset\Stop\volume_up_1163.wav,Stop
augmented_audio_dataset\visual\speed_up_1414.wav,visual
augmented_audio_dataset\On\reversed_830.wav,On
augmented_audio_dataset\Four\original_367.wav,Four
augmented_audio_dataset\Left\shift_forward_618.wav,Left
augmented_audio_dataset\Marvin\pitch_down_678.wav,Marvin
augmented_audio_dataset\Stop\pitch_down_1148.wav,Stop
augmented_audio_dataset\Left\original_613.wav,Left
augmented_audio_dataset\Left\shift_backward_625.wav,Left
augmented_audio_dataset\Stop\reversed_1141.wav,Stop
augmented_audio_dataset\up\noise_1352.wav,up
augmented_audio_dataset\Down\pitch_down_151.wav,Down
augmented_audio_dataset\yes\speed_up_1470.wav,yes
processed_recorded_audio\Go\Go_33.wav,Go
augmented_audio_dataset\Learn\original_567.wav,Learn
augmented_audio_dataset\Down\shift_backward_172.wav,Down
augmented_audio_dataset\visual\shift_backward_1442.wav,visual
augmented_audio_dataset\Four\speed_up_373.wav,Four
augmented_audio_dataset\yes\original_1498.wav,yes
augmented_audio_dataset\Down\original_145.wav,Down
augmented_audio_dataset\Dog\speed_up_105.wav,Dog
augmented_audio_dataset\tree\volume_down_1278.wav,tree
augmented_audio_dataset\two\original_1324.wav,two
augmented_audio_dataset\Dog\original_102.wav,Dog
augmented_audio_dataset\Happy\reversed_462.wav,Happy
augmented_audio_dataset\Down\speed_down_170.wav,Down
augmented_audio_dataset\Right\volume_down_948.wav,Right
processed_recorded_audio\Four\Four_18.wav,Four
augmented_audio_dataset\yes\shift_backward_1488.wav,yes
augmented_audio_dataset\Sheila\reversed_1073.wav,Sheila
augmented_audio_dataset\House\reversed_497.wav,House
augmented_audio_dataset\two\original_1292.wav,two
augmented_audio_dataset\Sheila\shift_forward_1034.wav,Sheila
augmented_audio_dataset\Seven\speed_down_1030.wav,Seven
augmented_audio_dataset\three\speed_up_1197.wav,three
augmented_audio_dataset\Follow\shift_forward_262.wav,Follow
augmented_audio_dataset\House\volume_up_516.wav,House
augmented_audio_dataset\Follow\noise_269.wav,Follow
augmented_audio_dataset\up\original_1337.wav,up
augmented_audio_dataset\yes\noise_1467.wav,yes
augmented_audio_dataset\Stop\noise_1148.wav,Stop
processed_recorded_audio\Backward\Backward_11.wav,Backward
augmented_audio_dataset\two\shift_backward_1335.wav,two
augmented_audio_dataset\visual\reversed_1441.wav,visual
processed_recorded_audio\Happy\Happy_27.wav,Happy
augmented_audio_dataset\Left\speed_up_614.wav,Left
augmented_audio_dataset\Eight\volume_down_173.wav,Eight
augmented_audio_dataset\Stop\pitch_down_1135.wav,Stop
augmented_audio_dataset\Seven\pitch_up_998.wav,Seven
processed_recorded_audio\Follow\Follow_42.wav,Follow
augmented_audio_dataset\three\shift_backward_1227.wav,three
augmented_audio_dataset\Dog\speed_up_118.wav,Dog
augmented_audio_dataset\two\shift_forward_1322.wav,two
augmented_audio_dataset\Off\pitch_up_781.wav,Off
augmented_audio_dataset\yes\shift_backward_1498.wav,yes
augmented_audio_dataset\Down\reversed_149.wav,Down
augmented_audio_dataset\Dog\shift_forward_109.wav,Dog
augmented_audio_dataset\Marvin\volume_up_667.wav,Marvin
augmented_audio_dataset\Happy\pitch_down_464.wav,Happy
augmented_audio_dataset\Seven\speed_down_998.wav,Seven
augmented_audio_dataset\two\reversed_1334.wav,two
augmented_audio_dataset\Stop\original_1150.wav,Stop
augmented_audio_dataset\Learn\pitch_up_562.wav,Learn
augmented_audio_dataset\Eight\shift_forward_190.wav,Eight
augmented_audio_dataset\Happy\shift_backward_472.wav,Happy
augmented_audio_dataset\up\noise_1348.wav,up
augmented_audio_dataset\Follow\speed_down_271.wav,Follow
augmented_audio_dataset\Seven\speed_up_1015.wav,Seven
augmented_audio_dataset\Go\reversed_413.wav,Go
augmented_audio_dataset\up\shift_backward_1370.wav,up
augmented_audio_dataset\zero\noise_1515.wav,zero
processed_recorded_audio\Follow\Follow_31.wav,Follow
augmented_audio_dataset\Seven\reversed_1012.wav,Seven
augmented_audio_dataset\Sheila\reversed_1038.wav,Sheila
augmented_audio_dataset\Four\shift_forward_365.wav,Four
augmented_audio_dataset\House\reversed_513.wav,House
augmented_audio_dataset\Stop\speed_down_1136.wav,Stop
augmented_audio_dataset\up\speed_up_1352.wav,up
augmented_audio_dataset\Bed\reversed_64.wav,Bed
augmented_audio_dataset\Stop\pitch_up_1173.wav,Stop
augmented_audio_dataset\Dog\original_121.wav,Dog
augmented_audio_dataset\One\shift_backward_889.wav,One
augmented_audio_dataset\Follow\volume_up_255.wav,Follow
augmented_audio_dataset\Learn\shift_forward_576.wav,Learn
processed_recorded_audio\three\three_23.wav,three
augmented_audio_dataset\Follow\volume_down_245.wav,Follow
augmented_audio_dataset\Off\pitch_down_791.wav,Off
augmented_audio_dataset\Down\pitch_down_165.wav,Down
augmented_audio_dataset\two\reversed_1285.wav,two
augmented_audio_dataset\up\reversed_1348.wav,up
augmented_audio_dataset\Left\reversed_585.wav,Left
augmented_audio_dataset\Right\noise_973.wav,Right
augmented_audio_dataset\Go\speed_up_433.wav,Go
augmented_audio_dataset\visual\pitch_up_1409.wav,visual
augmented_audio_dataset\up\pitch_down_1377.wav,up
augmented_audio_dataset\Bird\shift_forward_78.wav,Bird
augmented_audio_dataset\Marvin\speed_up_653.wav,Marvin
augmented_audio_dataset\Follow\speed_down_270.wav,Follow
augmented_audio_dataset\yes\shift_forward_1487.wav,yes
augmented_audio_dataset\Five\pitch_up_224.wav,Five
augmented_audio_dataset\No\pitch_up_737.wav,No
augmented_audio_dataset\Down\speed_up_160.wav,Down
augmented_audio_dataset\Go\noise_390.wav,Go
augmented_audio_dataset\Follow\volume_up_264.wav,Follow
augmented_audio_dataset\Happy\volume_down_445.wav,Happy
augmented_audio_dataset\Happy\pitch_down_454.wav,Happy
augmented_audio_dataset\House\volume_down_523.wav,House
augmented_audio_dataset\three\pitch_down_1208.wav,three
augmented_audio_dataset\Seven\shift_forward_997.wav,Seven
augmented_audio_dataset\Nine\reversed_714.wav,Nine
augmented_audio_dataset\three\speed_down_1202.wav,three
processed_recorded_audio\One\One_23.wav,One
augmented_audio_dataset\Bird\volume_down_83.wav,Bird
augmented_audio_dataset\up\volume_down_1392.wav,up
augmented_audio_dataset\tree\shift_forward_1250.wav,tree
augmented_audio_dataset\Off\speed_down_815.wav,Off
augmented_audio_dataset\House\volume_up_502.wav,House
augmented_audio_dataset\Eight\pitch_up_175.wav,Eight
augmented_audio_dataset\Right\volume_up_960.wav,Right
augmented_audio_dataset\up\shift_backward_1393.wav,up
augmented_audio_dataset\tree\pitch_down_1244.wav,tree
augmented_audio_dataset\two\shift_backward_1307.wav,two
augmented_audio_dataset\Down\shift_forward_154.wav,Down
augmented_audio_dataset\One\original_890.wav,One
augmented_audio_dataset\Off\shift_forward_816.wav,Off
augmented_audio_dataset\Seven\speed_up_1012.wav,Seven
augmented_audio_dataset\Stop\original_1163.wav,Stop
augmented_audio_dataset\Left\volume_down_616.wav,Left
augmented_audio_dataset\two\shift_forward_1335.wav,two
augmented_audio_dataset\Bed\volume_down_43.wav,Bed
augmented_audio_dataset\tree\shift_forward_1253.wav,tree
augmented_audio_dataset\House\shift_forward_538.wav,House
augmented_audio_dataset\Go\shift_forward_416.wav,Go
augmented_audio_dataset\Down\pitch_up_138.wav,Down
augmented_audio_dataset\House\speed_up_493.wav,House
augmented_audio_dataset\yes\volume_up_1476.wav,yes
augmented_audio_dataset\three\speed_up_1225.wav,three
augmented_audio_dataset\Nine\shift_backward_694.wav,Nine
augmented_audio_dataset\visual\speed_up_1415.wav,visual
augmented_audio_dataset\tree\reversed_1251.wav,tree
augmented_audio_dataset\Bed\volume_down_54.wav,Bed
augmented_audio_dataset\tree\shift_backward_1243.wav,tree
augmented_audio_dataset\Dog\pitch_up_103.wav,Dog
augmented_audio_dataset\two\original_1310.wav,two
augmented_audio_dataset\two\volume_up_1316.wav,two
augmented_audio_dataset\Seven\noise_997.wav,Seven
augmented_audio_dataset\visual\shift_backward_1436.wav,visual
augmented_audio_dataset\Forward\reversed_304.wav,Forward
augmented_audio_dataset\zero\noise_1528.wav,zero
augmented_audio_dataset\Six\reversed_1111.wav,Six
augmented_audio_dataset\up\reversed_1397.wav,up
augmented_audio_dataset\Stop\speed_up_1123.wav,Stop
augmented_audio_dataset\Seven\original_1000.wav,Seven
processed_recorded_audio\Right\Right_22.wav,Right
augmented_audio_dataset\Bird\speed_up_85.wav,Bird
augmented_audio_dataset\Backward\noise_23.wav,Backward
augmented_audio_dataset\House\pitch_down_495.wav,House
augmented_audio_dataset\visual\noise_1426.wav,visual
augmented_audio_dataset\Dog\shift_forward_111.wav,Dog
augmented_audio_dataset\Bird\pitch_up_67.wav,Bird
augmented_audio_dataset\House\reversed_537.wav,House
augmented_audio_dataset\Nine\pitch_up_705.wav,Nine
augmented_audio_dataset\two\reversed_1306.wav,two
processed_recorded_audio\Sheila\Sheila_33.wav,Sheila
augmented_audio_dataset\three\volume_down_1184.wav,three
augmented_audio_dataset\Go\noise_394.wav,Go
augmented_audio_dataset\yes\reversed_1498.wav,yes
augmented_audio_dataset\three\speed_up_1192.wav,three
augmented_audio_dataset\One\noise_895.wav,One
augmented_audio_dataset\Left\shift_forward_585.wav,Left
augmented_audio_dataset\Bird\original_89.wav,Bird
augmented_audio_dataset\Forward\pitch_down_291.wav,Forward
augmented_audio_dataset\Right\shift_forward_968.wav,Right
augmented_audio_dataset\two\reversed_1307.wav,two
augmented_audio_dataset\Follow\volume_up_275.wav,Follow
augmented_audio_dataset\Four\shift_forward_379.wav,Four
augmented_audio_dataset\Four\shift_backward_365.wav,Four
augmented_audio_dataset\Backward\volume_up_9.wav,Backward
processed_recorded_audio\Seven\Seven_43.wav,Seven
augmented_audio_dataset\Go\reversed_419.wav,Go
augmented_audio_dataset\two\original_1315.wav,two
augmented_audio_dataset\Left\shift_forward_593.wav,Left
augmented_audio_dataset\Four\original_383.wav,Four
augmented_audio_dataset\tree\volume_down_1246.wav,tree
augmented_audio_dataset\One\shift_forward_881.wav,One
augmented_audio_dataset\Down\volume_up_140.wav,Down
augmented_audio_dataset\Four\pitch_down_386.wav,Four
augmented_audio_dataset\yes\reversed_1501.wav,yes
augmented_audio_dataset\Backward\original_34.wav,Backward
